SOFTWARE DEVELOPER,CÔNG TY TNHH PHẦN MỀM FPT HỒ CHÍ MINH,31/05/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
PHÂN TÍCH NGHIỆP VỤ,Công ty cổ phần Grooo International,13/06/2021,12-25 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
Vinh Audio 77,31/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội,
CHUYÊN VIÊN IT,Công ty Cổ phần Tập đoàn Đầu Tư Thăng Long,13/06/2021,12-18 triệu,Toàn thời gian,1 người,Nhân viên,3 năm,Nam,Hà Nội
ANDROID,CÔNG TY TNHH CÔNG NGHỆ PADITECH VIỆT NAM,13/06/2021,20-25 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
IOS,CÔNG TY TNHH CÔNG NGHỆ PADITECH VIỆT NAM,"3/06/2021
",15-25 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN MOBILE,Công ty Cổ phần Công nghệ thông tin Đông Nam Á,13/05/2021,Tới 25 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
NHÂN VIÊN MARKETING,Công ty CP ĐT và XD Phong Sơn,13/05/2021,6-15 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
REACT NATIVE,CÔNG TY TNHH JOURNEY HORIZON VIỆT NAM,13/06/2021,Tới 20 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
BACKEND DEVELOPER,Công ty cổ phần công nghệ Gapo,31/05/2021,Tới 50 triệu,Toàn thời gian,3 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN KINH DOANH,Công ty CP Cơ Điện Hợp Nhất,"3/06/2021
",Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
REACTJS,CÔNG TY TNHH JOURNEY HORIZON VIỆT NAM,13/05/2021,Tới 20 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
DEVELOPER,Công ty TNHH Phát triển giáo dục và đào tạo Việt Nam,13/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hải Phòng
NHÂN VIÊN MARKETING,Công ty cổ phần đầu tư và xây dựng Phong Sơn,13/05/2021,6-15 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Nữ,Hà Nội
CÔNG TY NGÔI SAO THỜI TRANG ( LIME ORANGE ),31/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hồ Chí Minh,
CHUYÊN VIÊN KINH DOANH,Công ty CP công nghệ Vimo,"3/05/2021
",Trên 8 triệu,Toàn thời gian,10 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
PHP DEVELOPER,Công ty Cổ phần Đầu tư Phát triển Công nghệ Điện tử Viễn thông,17/06/2021,15-30 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
ASP.NET,Công ty TNHH Đào tạo Tư vấn Thăng Long,13/05/2021,Thoả thuận,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Nam,Hà Nội
Tek experts Vietnam,21/07/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,6 năm,Không yêu cầu,Hà Nội,
Tek experts Vietnam,21/07/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội,
Tek experts Vietnam,21/07/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,6 năm,Không yêu cầu,Hà Nội,
DEVELOPER,Công ty TNHH Cốc Cốc,29/05/2021,5-10 triệu,Toàn thời gian,1 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN JAVASCRIPT,CÔNG TY CỔ PHẨN MOBELCO,30/06/2021,7-15 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
DEVELOPER,3S Intersoft JSC,18/06/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
BUSINESS ANALYST,Công ty TNHH Tiến Bộ Sài Gòn,13/05/2021,Trên 16 triệu,Toàn thời gian,Không giới hạn,Nhân viên,3 năm,Không yêu cầu,Hồ Chí Minh
CHUYÊN VIÊN KINH DOANH,Chi Nhánh Gò Vấp - Công Ty Cổ Phần Ôtô Trường Hải,03/06/2021,7-25 triệu,Toàn thời gian,7 người,Nhân viên,1 năm,Nam,Hồ Chí Minh
3S Intersoft JSC,18/06/2021,Trên 15 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Thừa Thiên Huế,
PYTHON,Công ty Cổ Phần Rikkeisoft,13/05/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
JAVASCRIPT DEVELOPER,Công ty TNHH Pentalog Việt Nam,13/05/2021,18-30 triệu,Toàn thời gian,3 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
MOBILE DEVELOPER,Công ty TNHH Pentalog Việt Nam,13/05/2021,15-30 triệu,Toàn thời gian,3 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
JAVA DEVELOPER,Công ty TNHH Pentalog Việt Nam,13/05/2021,18-30 triệu,Toàn thời gian,3 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
CÔNG TY CỔ PHẦN VNP GROUP,05/06/2021,15-18 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội,
CÔNG TY CỔ PHẦN CÔNG NGHỆ SOTATEK,15/06/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,1 năm,Nữ,Hà Nội,
Công ty CP Hệ Thống Thông Tin FPT,31/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội,
LẬP TRÌNH VIÊN PHP,Công ty khởi nghiệp công nghệ Nội Dung Số,09/06/2021,Tới 25 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN KINH DOANH,CÔNG TY CỔ PHẦN CÔNG NGHỆ MIDEAS,"0/06/2021
",Thoả thuận,Toàn thời gian,3 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hồ Chí Minh
TRƯỞNG PHÒNG HÀNH CHÍNH NHÂN SỰ,CÔNG TY TNHH SẢN XUẤT VÀ KINH DOANH PHẦN MỀM HMS (VINHMS),12/05/2021,40-60 triệu,Toàn thời gian,1 người,Trưởng/Phó phòng,3 năm,Không yêu cầu,Hồ Chí Minh
IOS,AriaDirect Corporation,12/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
Công ty TNHH WAV,13/06/2021,8-12 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Nam,Hồ Chí Minh,
Công ty TNHH WAV,12/05/2021,10-15 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh,
Công ty TNHH WAV,12/05/2021,8-20 triệu,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh,
DATA SCIENTIST,Công ty TNHH WAV,12/05/2021,10-30 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
FPT Software,15/05/2021,5-8 triệu,Toàn thời gian,10 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh,
FPT Software,12/05/2021,5-8 triệu,Toàn thời gian,10 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh,
FPT Software,12/05/2021,Thoả thuận,Toàn thời gian,9 người,Nhân viên,1 năm,Không yêu cầu,Đà Nẵng,
TESTER,FPT Software,12/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN KỸ THUẬT,Công ty TNHH Hạ tầng viễn thông miền Bắc,11/07/2021,8-12 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Nam,Hà Nội
FULLSTACK DEVELOPER,FPT Software,31/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,2 năm,Không yêu cầu,Hà Nội
FPT Software,31/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,5 năm,Không yêu cầu,Hà Nội,
MARKETING ONLINE,CÔNG TY TNHH CÔNG NGHỆ VÀ TRUYỀN THÔNG IIT,12/05/2021,2-5 triệu,Toàn thời gian,5 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
JAVA DEVELOPER,Công ty TNHH rakumo,11/06/2021,Tới 30 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
THỰC TẬP SINH,Bee Logistics Corporation,12/05/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hải Phòng
Splus Software,12/05/2021,25-35 triệu,Toàn thời gian,2 người,Trưởng nhóm,Không yêu cầu,Không yêu cầu,Hồ Chí Minh,
LẬP TRÌNH VIÊN .NET,Công ty cổ phần MISA - Trung tâm Phát triển phần mềm,11/07/2021,Tới 30 triệu,Toàn thời gian,3 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
TESTER,hocmai.vn,12/06/2021,8-12 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN PHP,Công ty cổ phần Grooo International,13/06/2021,18-30 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN KIỂM THỬ PHẦN MỀM,Công ty Cổ Phần Công Nghệ Evotek Việt Nam,12/05/2021,Tới 25 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
JAVA DEVELOPER,Công ty cổ phần Grooo International,12/05/2021,18-30 triệu,Toàn thời gian,3 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội
TESTER,Công ty Cổ phần Hệ thống Thông tin và Dịch vụ Công nghệ iSTS,19/06/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN KIỂM THỬ PHẦN MỀM,Công ty cổ phần Grooo International,13/06/2021,10-20 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
Công ty Cổ Phần Truyền Thông và Giải Trí HG Media,16/05/2021,Tới 20 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội,
Công ty Cổ Phần Truyền Thông và Giải Trí HG Media,16/05/2021,Tới 20 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội,
DEVELOPER,CÔNG TY TNHH DỊCH VỤ BONGTRIP,26/05/2021,Tới 20 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Nam,Hồ Chí Minh
CÔNG TY TNHH THƯƠNG MẠI GEARVN,12/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Nam,Hồ Chí Minh,
NHÂN VIÊN IT,Công ty cổ phần thương mại và chuyển phát nhanh Nội Bài - NETCO,31/05/2021,Trên 9 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Bình Dương
NHÂN VIÊN IT,Công ty TNHH SX-TM T&T,12/05/2021,10-15 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Nam,Hồ Chí Minh
NHÂN VIÊN KIỂM THỬ PHẦN MỀM,CÔNG TY TNHH PHẦN MỀM QUẢN LÝ KHÁCH HÀNG VIỆT NAM,05/06/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Thủ Đức
ANGULAR,Công ty TNHH Aziworld,11/06/2021,1-3 triệu,Toàn thời gian,4 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
Săn tìm hàng độc,31/05/2021,6-8 triệu,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội,
LẬP TRÌNH VIÊN JAVA,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,13/06/2021,Tới 30 triệu,Toàn thời gian,Không giới hạn,Nhân viên,2 năm,Không yêu cầu,Hà Nội
IPTP NETWORKS,12/05/2021,Tới 25 triệu,Toàn thời gian,1 người,Nhân viên,3 năm,Không yêu cầu,Hồ Chí Minh,
LẬP TRÌNH VIÊN,Công ty TNHH Mê Linh,12/05/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
PYTHON,CTY CỔ PHẦN RIKKEISOFT - CN HỒ CHÍ MINH,31/05/2021,Tới 24 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
CHUYÊN VIÊN IT,Công ty Cổ phần Mutosi,12/05/2021,15-20 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Nam,Hà Nội
BACKEND ENGINEER,Công ty Cổ phần Tư vấn & Đại lý thuế TPM,15/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
Công ty Cổ phần Tư vấn & Đại lý thuế TPM,09/06/2021,Thoả thuận,Bán thời gian,2 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hồ Chí Minh,
Công ty CP Chứng khoán SSI,19/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,2 năm,Nam,Hồ Chí Minh,
THỰC TẬP SINH,Acazia Software,12/05/2021,Thoả thuận,Bán thời gian,3 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
IZISolution,23/05/2021,Thoả thuận,Toàn thời gian,2 người,Trưởng nhóm,3 năm,Nữ,Hà Nội,
WEB DEVELOPER,Công ty cổ phần Jellyfish Education,12/05/2021,Tới 35 triệu,Toàn thời gian,Không giới hạn,Nhân viên,2 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN KINH DOANH,CÔNG TY TNHH BM WEB,12/05/2021,7-10 triệu,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
JAVA DEVELOPER,"Nextop Co., Ltd",12/05/2021,Tới 40 triệu,Toàn thời gian,3 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
UI/UX,Công ty cổ phần truyền thông đa phương tiện Gia Minh,14/05/2021,Trên 10 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hà Nội
ANDROID,Công ty cổ phần Hitex Toàn Cầu,12/05/2021,Thoả thuận,Thực tập,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
PQA,"Nextop Co., Ltd",12/05/2021,Tới 28 triệu,Toàn thời gian,1 người,Trưởng nhóm,3 năm,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN,Attlas Exchange,12/05/2021,"30-50 triệu
",Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN,Attlas Exchange,12/05/2021,30-50 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
CÔNG TY TNHH TMDV CÔNG NGHỆ SONG THÀNH,12/05/2021,5-7 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Nam,Hồ Chí Minh,
THỰC TẬP SINH,Công ty TNHH AziWorld,04/06/2021,1-3 triệu,Thực tập,2 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
Cty Cổ phần Blueco toàn cầu,12/05/2021,10-15 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Nam,Hà Nội,
Hệ Thống Đào Tạo CNTT Quốc Tế Bachkhoa-Aptech,12/05/2021,Trên 4 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội,
LẬP TRÌNH VIÊN PHP,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ NINA,12/06/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,1 năm,Nam,Hồ Chí Minh
TESTER,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,12/05/2021,Tới 30 triệu,Toàn thời gian,2 người,Nhân viên,4 năm,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN,Công ty CP Công nghệ Giáo dục Nova,12/05/2021,15-20 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN,Công ty CP Công nghệ Giáo dục Nova,12/05/2021,15-20 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
ANGULAR,CÔNG TY TNHH WEB NHÀ THUỐC,12/05/2021,Tới 15 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
TESTER,CÔNG TY TNHH MONSTAR LAB VIỆT NAM,12/05/2021,Tới 25 triệu,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
Công ty TNHH Neolab Việt Nam,12/06/2021,Tới 30 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Đà Nẵng,
DEVELOPER,Công ty TNHH Neolab Việt Nam,"2/06/2021
",12-30 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Đà Nẵng
TESTER,Công ty TNHH Gameloft Vietnam,12/07/2021,Thoả thuận,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
NHÂN VIÊN KIỂM THỬ PHẦN MỀM,Công ty TNHH Neolab Việt Nam,12/05/2021,Tới 20 triệu,Toàn thời gian,5 người,Nhân viên,2 năm,Không yêu cầu,Đà Nẵng
NHÂN VIÊN KỸ THUẬT,Công ty cổ phần Tập đoàn Đầu tư VPS,04/06/2021,Trên 6 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Nam,Đà Nẵng
IOS DEVELOPER,Công ty Cổ Phần Dịch vụ Di động Thể Hệ Mới (NMS):,12/05/2021,12-20 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN IT,TRƯỜNG CAO ĐẲNG VĂN HOÁ NGHỆ THUẬT VÀ DU LỊCH SÀI GÒN,16/06/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hồ Chí Minh
THỰC TẬP SINH,Công ty CP giải pháp Sinnovasoft,11/06/2021,Thoả thuận,Thực tập,5 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
UNITY,XGame,12/06/2021,Thoả thuận,Thực tập,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
MARKETING,XGame,12/06/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hà Nội
JAVA,XGame,12/06/2021,10-20 triệu,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
Công ty Cổ phần Công nghệ Bota,"6/06/2021
",Tới 15 triệu,Toàn thời gian,5 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội,
TESTER,Công ty TNHH Gameloft Vietnam,12/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
PHÂN TÍCH NGHIỆP VỤ,Công ty TNHH Hỗ trợ doanh nghiệp,06/06/2021, Trên 12 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
PHÂN TÍCH NGHIỆP VỤ,Công ty CP Cyberlotus,07/06/2021,Trên 12 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
THỰC TẬP SINH,Công ty CP Cyberlotus,11/05/2021,Trên 2 triệu,Thực tập,3 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
NHÂN VIÊN MUA HÀNG,Công Ty TNHH Tự Động Hóa và Thiết Bị Công Nghiệp VNB Việt Nam,27/06/2021,10-15 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
TESTER,Viettel Digital,08/07/2021,Thoả thuận,Toàn thời gian,10 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
KAY SPA- CÔNG TY TNHH KAY GROUP,24/06/2021,17-20 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh,
Viettel Digital,08/07/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội,
NHÂN VIÊN KIỂM THỬ PHẦN MỀM,IZISolution,03/06/2021,8-15 triệu,Toàn thời gian,5 người,Nhân viên,Dưới 1 năm,Nữ,Hà Nội
JAVA,Viettel Digital,08/07/2021,Thoả thuận,Toàn thời gian,20 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
FRONTEND DEVELOPER,Viettel Digital,08/07/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN HÀNH CHÍNH,Công ty TNHH Giải pháp Công nghệ B&T Việt Nam,08/07/2021,Trên 9 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Nữ,Hà Nội
NHÂN VIÊN KỸ THUẬT,Công ty cổ phần Bền,16/06/2021,Trên 7 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Nam,Hà Nội
Công ty cổ phần Bền,16/06/2021,Trên 6 triệu,Toàn thời gian,4 người,Nhân viên,Không yêu cầu,Nữ,Hà Nội,
NHÂN VIÊN IT,CÔNG TY CỔ PHẦN BELLSYSTEM24-HOASAO,05/06/2021,10-13 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Nam,Hồ Chí Minh
Công ty Cổ Phần Sài Gòn Nam Phát,30/06/2021,10-12 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh,
FRONTEND DEVELOPER,CÔNG TY CỔ PHẦN WELINC,08/06/2021,25-32 triệu,Toàn thời gian,1 người,Nhân viên,3 năm,Không yêu cầu,Hồ Chí Minh
TESTER,CÔNG TY CỔ PHẦN VNP GROUP,10/06/2021,8-12 triệu,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN PHP,Công ty Cổ phần Dịch vụ Ecommage,04/06/2021, Thoả thuận,Toàn thời gian,10 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
CHUYÊN VIÊN KINH DOANH,Công Ty Cổ Phần Công Nghệ ECRM,08/07/2021, Trên 10 triệu,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
CHUYÊN VIÊN KINH DOANH,Công Ty Cổ Phần Công Nghệ ECRM,08/07/2021,Tới 15 triệu,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
CONTENT MARKETING,Công Ty Cổ Phần Công Nghệ ECRM,05/08/2021,Tới 10 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
DATA SCIENTIST,Viettel Digital,08/07/2021,Thoả thuận,Toàn thời gian,3 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
TESTER,Viettel Digital,08/07/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,4 năm,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN PHP,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ DỊCH VỤ IMEDIA,03/06/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,Dưới 1 năm,Nam,Hà Nội
LẬP TRÌNH VIÊN JAVA,Công ty TNHH Công nghệ Điện tử-Phần mềm và Viễn thông Lifetek,30/05/2021,Tới 25 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
DEVELOPER,Công ty Cổ Phần Rikkeisoft,08/06/2021,Tới 35 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
Công ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,12/05/2021,8-12 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh,
PHP DEVELOPER,Công ty TNHH rakumo,07/06/2021,Tới 30 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
NHÂN VIÊN KINH DOANH,CÔNG TY CỔ PHẦN CNV HOLDINGS,07/06/2021,Tới 25 triệu,Toàn thời gian,5 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
PROJECT MANAGER,CÔNG TY TNHH CÔNG NGHỆ FOOBLA,04/06/2021,30-60 triệu,Toàn thời gian,1 người,Quản lý / Giám sát,2 năm,Không yêu cầu,Hà Nội
NODEJS,FETCH VIETNAM,07/06/2021,18-35 triệu,Toàn thời gian,3 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
FETCH VIETNAM,07/06/2021, 23-41 triệu,Toàn thời gian,3 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội,
FETCH VIETNAM,07/06/2021,35-55 triệu,Toàn thời gian,1 người,Quản lý / Giám sát,Không yêu cầu,Không yêu cầu,Hà Nội,
CÔNG TY TNHH GLEADS,12/06/2021,Thoả thuận,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh,
GRAPHIC DESIGNER,Công ty Cổ phần truyền thông sáng tạo TA Việt Nam,15/05/2021,8-15 triệu,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
BUSINESS ANALYST,Công ty TNHH Aziworld,07/06/2021,1-3 triệu,Toàn thời gian,1 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
MOBILE DEVELOPER,CÔNG TY CỔ PHẦN CQ TDT ASIA,29/05/2021,Tới 30 triệu,Toàn thời gian,10 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
PYTHON,CÔNG TY CỔ PHẦN CQ TDT ASIA,29/05/2021,Tới 30 triệu,Toàn thời gian,3 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
BACKEND DEVELOPER,CÔNG TY CỔ PHẦN CQ TDT ASIA,29/05/2021,Tới 25 triệu,Toàn thời gian,6 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
CÔNG TY CỔ PHẦN ĐẦU TƯ BĐS HƯNG VƯỢNG MIỀN BẮC,12/06/2021,10-12 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội,
Công ty cổ phần Hyundai Aluminum Vina,07/06/2021,Trên 20 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Nam,Hưng Yên,
REACTJS,CÔNG TY TNHH CÔNG NGHỆ PADITECH VIỆT NAM,07/06/2021,15-25 triệu,Toàn thời gian,10 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
