DEVELOPER,TMA Solutions,07/06/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
CÔNG TY TNHH CÔNG NGHỆ GIA ĐÌNH,27/06/2021,8-35 triệu,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội,
PROJECT MANAGER,TMA Solutions,07/06/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
TRỢ LÝ GIÁM ĐỐC,Công ty Cổ phẩn Lotus Quality Assurance,06/06/2021,Tới 16 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
CHUYÊN VIÊN MARKETING,Công ty cổ phần công nghệ NOTA Việt Nam,18/05/2021,Tới 25 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
GRAPHIC DESIGNER,Công ty Cổ phẩn Lotus Quality Assurance,24/05/2021,8-12 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
Công ty TNHH Thương mại và Dịch vụ TSG,06/06/2021,15-35 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội,
DEVELOPER,Công ty TNHH Thương mại và Dịch vụ TSG,06/06/2021,3-4 triệu,Toàn thời gian,5 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ GIẢI TRÍ HG MEDIA,16/05/2021,15-20 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN SEO,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ GIẢI TRÍ HG MEDIA,16/05/2021,7-10 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ GIẢI TRÍ HG MEDIA,16/05/2021,15-20 triệu,Toàn thời gian,5 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN KIỂM THỬ PHẦN MỀM,CÔNG TY CP GIẢI PHÁP CÔNG NGHỆ VÀ NGUỒN LỰC TOPRATE,26/07/2021,13-25 triệu,Toàn thời gian,5 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
SYSTEM ENGINEER,Công ty TNHH Công nghệ Leeon,03/06/2021,Trên 10 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
CHUYÊN VIÊN KINH DOANH,Công ty TNHH Công nghệ Leeon,03/06/2021,Trên 8 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Đông
CHUYÊN VIÊN KINH DOANH,Công ty TNHH Công nghệ Leeon,03/06/2021,Trên 8 triệu,Toàn thời gian,1 người,Trưởng nhóm,2 năm,Không yêu cầu,Hà Đông
DATA ANALYST,CÔNG TY TNHH SENSPARK,05/06/2021, Tới 20 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
THỰC TẬP SINH,CÔNG TY TNHH MAICO GROUP,20/05/2021,Trên 1 triệu,Thực tập,10 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
NHÂN VIÊN KỸ THUẬT,Công ty TNHH Phần mềm Nhân Hòa,03/06/2021,Tới 19 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Nam,Hà Nội
NHÂN VIÊN MARKETING,Công ty TNHH Hiwin Hongkong,26/05/2021,8-15 triệu,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
công ty cổ phần giải pháp công nghệ FGC,02/06/2021,7-14 triệu,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Nghệ An,
ANDROID DEVELOPER,Công ty TNHH NEWEZ Việt Nam,13/05/2021,18-30 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
BUSINESS ANALYST,Công ty TNHH Dịch vụ công nghệ TP,"5/05/2021
",20-23 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Nam,Hà Nội
Công ty TNHH MTV Propzy Việt Nam,02/06/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh,
QUẢN TRỊ HỆ THỐNG,Công ty Cổ Phần Dịch vụ Di động Thể Hệ Mới (NMS):,02/06/2021,Tới 20 triệu,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
BACKEND DEVELOPER,Công ty Cổ phần Truyền thông Việt Nam (VCCORP) - Khối BIZFLYCLOUD,02/06/2021,Tới 25 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
FRONTEND DEVELOPER,Công ty Cổ phần Truyền thông Việt Nam (VCCORP) - Khối BIZFLYCLOUD,02/06/2021,Tới 25 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
ReactPlus JSC,01/06/2021,10-25 triệu,Toàn thời gian,Không giới hạn,Nhân viên,2 năm,Không yêu cầu,Hà Nội,
WEB DEVELOPER,CÔNG TY CỔ PHẦN PHẦN MỀM CAMINO,01/06/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
DEVELOPER,TMA Solutions,01/06/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
CÔNG TY TNHH ENTERNET VIỆT NAM,30/06/2021,10-12 triệu,Toàn thời gian,1 người,Nhân viên,Dưới 1 năm,Nam,Hồ Chí Minh,
BUSINESS ANALYST,Công ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,22/06/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
DIGITAL MARKETING,Công ty TNHH Dịch vụ công nghệ TP,"0/05/2021
",Tới 23 triệu,Toàn thời gian,3 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
IT HELPDESK,Ngân hàng TMCP Đông Nam Á - SEABANK,30/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,1 năm,Nam,Hà Nội
IOS,bePOS,18/06/2021,Tới 40 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN MARKETING,Công Ty Cổ Phần Thương Mại Lopy,"7/05/2021
",Tới 12 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN,VIETTEL - TỔNG CÔNG TY GIẢI PHÁP DOANH NGHIỆP VIETTEL,27/05/2021,16-60 triệu,Toàn thời gian,50 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
JAVA DEVELOPER,CÔNG TY TNHH CJ OLIVENETWORKS VINA,27/05/2021,Trên 18 triệu,Toàn thời gian,3 người,Nhân viên,3 năm,Không yêu cầu,Hồ Chí Minh
LẬP TRÌNH VIÊN,CÔNG TY CP GIẢI PHÁP CÔNG NGHỆ VÀ NGUỒN LỰC TOPRATE,26/07/2021,17-35 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
REACT NATIVE,Công ty Cổ phần Đầu tư Phát triển Công nghệ và Truyền thông,26/05/2021,10-20 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
NODEJS,Công ty Cổ phần Đầu tư Phát triển Công nghệ và Truyền thông,26/05/2021,10-20 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
SALES MANAGER,Công ty Cổ phần Truyền thông Việt Nam (VCCORP) - Khối BIZFLYCLOUD,25/05/2021,"Tới 40 triệu
",Toàn thời gian,1 người,Trưởng nhóm,1 năm,Không yêu cầu,Hà Nội
CHUYÊN VIÊN TƯ VẤN,Công ty Cổ phần Truyền thông Việt Nam (VCCORP) - Khối BIZFLYCLOUD,25/05/2021,Tới 25 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
FRONTEND DEVELOPER,Công ty cổ phần Citics,19/05/2021,27-34 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
MARKETING ONLINE,Công ty TNHH Thương Mại Và Dịch Vụ Nina,25/05/2021,6-10 triệu,Toàn thời gian,6 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
PHP DEVELOPER,3S Intersoft JSC,24/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,2 năm,Không yêu cầu,Hà Nội
TESTER,Công ty Cổ Phần Dịch vụ Di động Thể Hệ Mới (NMS):,24/05/2021,13-17 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Nữ,Hà Nội
PYTHON,Công ty Cổ Phần Dịch vụ Di động Thể Hệ Mới (NMS):,24/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
PYTHON,Công ty Cổ Phần Dịch vụ Di động Thể Hệ Mới (NMS):,24/05/2021,15-22 triệu,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
PYTHON,Công ty Cổ phần OceanSoft Việt Nam,06/06/2021,Tới 10 triệu,Toàn thời gian,10 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
ANDROID,CÔNG TY CỔ PHẦN HELIGATE,05/06/2021,Tới 25 triệu,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
TESTER,CÔNG TY TNHH GLEADS,16/06/2021,10-18 triệu,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
NHÂN VIÊN MARKETING,Công ty Cổ phần Home Flow,23/05/2021,10-15 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
PHP DEVELOPER,Công ty TNHH Neolab Việt Nam,23/05/2021,Tới 30 triệu,Toàn thời gian,10 người,Nhân viên,2 năm,Không yêu cầu,Đà Nẵng
NHÂN VIÊN KINH DOANH,Công Ty Cổ Phần Tích Hợp Hệ Thống Hoàng Gia,01/06/2021,7-20 triệu,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
Công ty cổ phần Giáo Dục và Công Nghệ Hùng Vương,"3/05/2021
",Thoả thuận,Toàn thời gian,1 người,Trưởng/Phó phòng,1 năm,Không yêu cầu,Hà Nội,
BACKEND DEVELOPER,CÔNG TY CỔ PHẦN CÔNG NGHỆ MOBIWORK VIỆT NAM,12/06/2021,Tới 18 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
PROJECT MANAGER,Công ty Cổ Phần UTO technology,20/05/2021,Thoả thuận,Toàn thời gian,3 người,Quản lý / Giám sát,1 năm,Không yêu cầu,Đà Nẵng
Công ty Cổ phần đầu tư Công Nghệ và Thương Mại Softdreams,20/05/2021,20-30 triệu,Toàn thời gian,1 người,Trưởng nhóm,1 năm,Không yêu cầu,Hà Nội,
LẬP TRÌNH VIÊN PHP,Công Ty Cổ Phần Công Nghệ ECRM,08/06/2021,8-20 triệu,Toàn thời gian,3 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Nghệ An
BACKEND DEVELOPER,CÔNG TY CỔ PHẦN CÔNG NGHỆ & SÁNG TẠO TRẺ TEKY HOLDINGS,11/06/2021,23-28 triệu,Toàn thời gian,3 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội
MOBILE APP DEVELOPER,CÔNG TY CỔ PHẦN CÔNG NGHỆ & SÁNG TẠO TRẺ TEKY HOLDINGS,31/05/2021,20-25 triệu,Toàn thời gian,3 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
MOBILE APP DEVELOPER,CÔNG TY CỔ PHẦN CÔNG NGHỆ & SÁNG TẠO TRẺ TEKY HOLDINGS,20/05/2021,12-16 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
PHP DEVELOPER,Công ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,24/06/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
LẬP TRÌNH VIÊN JAVA,Công ty CP Công nghệ ISOFH,19/05/2021,Trên 12 triệu,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN .NET,Công ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,05/07/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
